date,value
1980-06-29,8820
1980-06-30,10371
1980-07-01,10921
1980-07-02,10914
1980-07-03,10694
1980-07-04,9203
1980-07-05,9228
1980-07-06,8917
1980-07-07,10484
1980-07-08,11290
1980-07-09,10800
1980-07-10,10768
1980-07-11,11078
1980-07-12,9270
1980-07-13,8943
1980-07-14,10613
1980-07-15,11095
1980-07-16,11065
1980-07-17,11062
1980-07-18,10696
1980-07-19,9191
1980-07-20,9129
1980-07-21,10853
1980-07-22,11067
1980-07-23,10616
1980-07-24,10615
1980-07-25,10785
1980-07-26,9429
1980-07-27,9139
1980-07-28,10926
1980-07-29,11461
1980-07-30,11126
1980-07-31,10975
1980-08-01,11006
1980-08-02,9585
1980-08-03,9176
1980-08-04,10783
1980-08-05,11194
1980-08-06,10785
1980-08-07,11044
1980-08-08,11492
1980-08-09,9466
1980-08-10,9145
1980-08-11,11026
1980-08-12,11371
1980-08-13,10923
1980-08-14,10756
1980-08-15,10897
1980-08-16,9361
1980-08-17,9001
1980-08-18,10933
1980-08-19,11193
1980-08-20,10942
1980-08-21,10811
1980-08-22,10779
1980-08-23,9271
1980-08-24,9103
1980-08-25,10910
1980-08-26,11151
1980-08-27,11005
1980-08-28,11007
1980-08-29,10925
1980-08-30,9510
1980-08-31,9092
1980-09-01,9129
1980-09-02,11057
1980-09-03,11174
1980-09-04,11039
1980-09-05,11013
1980-09-06,9545
1980-09-07,9287
1980-09-08,10900
1980-09-09,11019
1980-09-10,11003
1980-09-11,10796
1980-09-12,11198
1980-09-13,9673
1980-09-14,9499
1980-09-15,11424
1980-09-16,11414
1980-09-17,11292
1980-09-18,11317
1980-09-19,11326
1980-09-20,9967
1980-09-21,9773
1980-09-22,11613
1980-09-23,11722
1980-09-24,11333
1980-09-25,10977
1980-09-26,11163
1980-09-27,9754
1980-09-28,9263
1980-09-29,11099
1980-09-30,11301
1980-10-01,11104
1980-10-02,10929
1980-10-03,11048
1980-10-04,9352
1980-10-05,9013
1980-10-06,10539
1980-10-07,10602
1980-10-08,10827
1980-10-09,10684
1980-10-10,10754
1980-10-11,8984
1980-10-12,8674
1980-10-13,10093
1980-10-14,10612
1980-10-15,10580
1980-10-16,10232
1980-10-17,10328
1980-10-18,8970
1980-10-19,8669
1980-10-20,10289
1980-10-21,10373
1980-10-22,10089
1980-10-23,10051
1980-10-24,10380
1980-10-25,8870
1980-10-26,9159
1980-10-27,10100
1980-10-28,10327
1980-10-29,10081
1980-10-30,9982
1980-10-31,10101
1980-11-01,8851
1980-11-02,8641
1980-11-03,10289
1980-11-04,10465
1980-11-05,10373
1980-11-06,10128
1980-11-07,10517
1980-11-08,8906
1980-11-09,8745
1980-11-10,10249
1980-11-11,10326
1980-11-12,10059
1980-11-13,9930
1980-11-14,10413
1980-11-15,8829
1980-11-16,8563
1980-11-17,10175
1980-11-18,10500
1980-11-19,10180
1980-11-20,9977
1980-11-21,10243
1980-11-22,8680
1980-11-23,8443
1980-11-24,10447
1980-11-25,10496
1980-11-26,10236
1980-11-27,8134
1980-11-28,9649
1980-11-29,8821
1980-11-30,8830
1980-12-01,10225
1980-12-02,10711
1980-12-03,10105
1980-12-04,9925
1980-12-05,10288
1980-12-06,8659
1980-12-07,8513
1980-12-08,10368
1980-12-09,10322
1980-12-10,10120
1980-12-11,9998
1980-12-12,10039
1980-12-13,8758
1980-12-14,8523
1980-12-15,10508
1980-12-16,10772
1980-12-17,10524
1980-12-18,10580
1980-12-19,10662
1980-12-20,8526
1980-12-21,8289
1980-12-22,10035
1980-12-23,10118
1980-12-24,8979
1980-12-25,7979
1980-12-26,9313
1980-12-27,8748
1980-12-28,8576
1980-12-29,10881
1980-12-30,11603
1980-12-31,10947
1981-01-01,8299
1981-01-02,9045
1981-01-03,8458
1981-01-04,8295
1981-01-05,9614
1981-01-06,10128
1981-01-07,10140
1981-01-08,9423
1981-01-09,9702
1981-01-10,8449
1981-01-11,8276
1981-01-12,9900
1981-01-13,10163
1981-01-14,10419
1981-01-15,10157
1981-01-16,10164
1981-01-17,8601
1981-01-18,8402
1981-01-19,10368
1981-01-20,10455
1981-01-21,10166
1981-01-22,10003
1981-01-23,10123
1981-01-24,8825
1981-01-25,8369
1981-01-26,10213
1981-01-27,10346
1981-01-28,10145
1981-01-29,9874
1981-01-30,10106
1981-01-31,8457
1981-02-01,8474
1981-02-02,10285
1981-02-03,10231
1981-02-04,10083
1981-02-05,9985
1981-02-06,10099
1981-02-07,8563
1981-02-08,8611
1981-02-09,10313
1981-02-10,10355
1981-02-11,10112
1981-02-12,10332
1981-02-13,9670
1981-02-14,9114
1981-02-15,8538
1981-02-16,9796
1981-02-17,10409
1981-02-18,10313
1981-02-19,10337
1981-02-20,10368
1981-02-21,8975
1981-02-22,8657
1981-02-23,10157
1981-02-24,10423
1981-02-25,10270
1981-02-26,10054
1981-02-27,10226
1981-02-28,8892
1981-03-01,8534
1981-03-02,10130
1981-03-03,10471
1981-03-04,10277
1981-03-05,10168
1981-03-06,10134
1981-03-07,8697
1981-03-08,8369
1981-03-09,9912
1981-03-10,10348
1981-03-11,10184
1981-03-12,10137
1981-03-13,9961
1981-03-14,8937
1981-03-15,8338
1981-03-16,10269
1981-03-17,10731
1981-03-18,10129
1981-03-19,10030
1981-03-20,10184
1981-03-21,8773
1981-03-22,8458
1981-03-23,10040
1981-03-24,10453
1981-03-25,10090
1981-03-26,10193
1981-03-27,10454
1981-03-28,8835
1981-03-29,8532
1981-03-30,10063
1981-03-31,10327
1981-04-01,9860
1981-04-02,10004
1981-04-03,10151
1981-04-04,8888
1981-04-05,8378
1981-04-06,9988
1981-04-07,10356
1981-04-08,10034
1981-04-09,10052
1981-04-10,10115
1981-04-11,8702
1981-04-12,8338
1981-04-13,9736
1981-04-14,10277
1981-04-15,9966
1981-04-16,9634
1981-04-17,9593
1981-04-18,8349
1981-04-19,8122
1981-04-20,9558
1981-04-21,10155
1981-04-22,9992
1981-04-23,10078
1981-04-24,9921
1981-04-25,8431
1981-04-26,7756
1981-04-27,9657
1981-04-28,10242
1981-04-29,9959
1981-04-30,9675
1981-05-01,10047
1981-05-02,8329
1981-05-03,8115
1981-05-04,9755
1981-05-05,10383
1981-05-06,9884
1981-05-07,9906
1981-05-08,10086
1981-05-09,8354
1981-05-10,8504
1981-05-11,9942
1981-05-12,10076
1981-05-13,9895
1981-05-14,10145
1981-05-15,10195
1981-05-16,8518
1981-05-17,8194
1981-05-18,10159
1981-05-19,10309
1981-05-20,10086
1981-05-21,10182
1981-05-22,10424
1981-05-23,8760
1981-05-24,8344
1981-05-25,8843
1981-05-26,10471
1981-05-27,10674
1981-05-28,10400
1981-05-29,10411
1981-05-30,8852
1981-05-31,8598
1981-06-01,10077
1981-06-02,10355
1981-06-03,10195
1981-06-04,10208
1981-06-05,10366
1981-06-06,8965
1981-06-07,8638
1981-06-08,10206
1981-06-09,10569
1981-06-10,10379
1981-06-11,10131
1981-06-12,10162
1981-06-13,8853
1981-06-14,8484
1981-06-15,10182
1981-06-16,10749
1981-06-17,10414
1981-06-18,10072
1981-06-19,10522
1981-06-20,9012
1981-06-21,8713
1981-06-22,10597
1981-06-23,10540
1981-06-24,10325
1981-06-25,10377
1981-06-26,10524
1981-06-27,8649
1981-06-28,8599
1981-06-29,10502
1981-06-30,11057
1981-07-01,10679
1981-07-02,10657
1981-07-03,9717
1981-07-04,8935
1981-07-05,8875
1981-07-06,10602
1981-07-07,11498
1981-07-08,11205
1981-07-09,11146
1981-07-10,11364
1981-07-11,9452
1981-07-12,8997
1981-07-13,10618
1981-07-14,11577
1981-07-15,11108
1981-07-16,10942
1981-07-17,11126
1981-07-18,9333
1981-07-19,8993
1981-07-20,11111
1981-07-21,11313
1981-07-22,11064
1981-07-23,10965
1981-07-24,11010
1981-07-25,9430
1981-07-26,9254
1981-07-27,10893
1981-07-28,11479
1981-07-29,11211
1981-07-30,11000
1981-07-31,11211
1981-08-01,9733
1981-08-02,9276
1981-08-03,11152
1981-08-04,11697
1981-08-05,11438
1981-08-06,11153
1981-08-07,11256
1981-08-08,9803
1981-08-09,9360
1981-08-10,11052
1981-08-11,11242
1981-08-12,11357
1981-08-13,11088
1981-08-14,11433
1981-08-15,9628
1981-08-16,9282
1981-08-17,11048
1981-08-18,11407
1981-08-19,11059
1981-08-20,10956
1981-08-21,11091
1981-08-22,9740
1981-08-23,9225
1981-08-24,11147
1981-08-25,11407
1981-08-26,11198
1981-08-27,11059
1981-08-28,11260
1981-08-29,9667
1981-08-30,9261
1981-08-31,11050
1981-09-01,11156
1981-09-02,10922
1981-09-03,10894
1981-09-04,11180
1981-09-05,9354
1981-09-06,9095
1981-09-07,9213
1981-09-08,11071
1981-09-09,11356
1981-09-10,11245
1981-09-11,11471
1981-09-12,9561
1981-09-13,9396
1981-09-14,11377
1981-09-15,11422
1981-09-16,11365
1981-09-17,11071
1981-09-18,11148
1981-09-19,9609
1981-09-20,9532
1981-09-21,11262
1981-09-22,11488
1981-09-23,11281
1981-09-24,11201
1981-09-25,11460
1981-09-26,9703
1981-09-27,9337
1981-09-28,11341
1981-09-29,11074
1981-09-30,10992
1981-10-01,10881
1981-10-02,11018
1981-10-03,9318
1981-10-04,8905
1981-10-05,10874
1981-10-06,10899
1981-10-07,10483
1981-10-08,10405
1981-10-09,10905
1981-10-10,9313
1981-10-11,8756
1981-10-12,10372
1981-10-13,10616
1981-10-14,10214
1981-10-15,10456
1981-10-16,10716
1981-10-17,8537
1981-10-18,8540
1981-10-19,10023
1981-10-20,10277
1981-10-21,10460
1981-10-22,10267
1981-10-23,10316
1981-10-24,8687
1981-10-25,8733
1981-10-26,10044
1981-10-27,10452
1981-10-28,10153
1981-10-29,10111
1981-10-30,10302
1981-10-31,8643
1981-11-01,8358
1981-11-02,10303
1981-11-03,10397
1981-11-04,10350
1981-11-05,10315
1981-11-06,10678
1981-11-07,8797
1981-11-08,8471
1981-11-09,10155
1981-11-10,10356
1981-11-11,10050
1981-11-12,10256
1981-11-13,9919
1981-11-14,8796
1981-11-15,8499
1981-11-16,10453
1981-11-17,10765
1981-11-18,10144
1981-11-19,10224
1981-11-20,10574
1981-11-21,8746
1981-11-22,8427
1981-11-23,10335
1981-11-24,10528
1981-11-25,10452
1981-11-26,8154
1981-11-27,9650
1981-11-28,8487
1981-11-29,8528
1981-11-30,10217
1981-12-01,10880
1981-12-02,10456
1981-12-03,10113
1981-12-04,9920
1981-12-05,8560
1981-12-06,8316
1981-12-07,10090
1981-12-08,10621
1981-12-09,10112
1981-12-10,9935
1981-12-11,10164
1981-12-12,8635
1981-12-13,8284
1981-12-14,10365
1981-12-15,10799
1981-12-16,10333
1981-12-17,10672
1981-12-18,10853
1981-12-19,8664
1981-12-20,8173
1981-12-21,10562
1981-12-22,10567
1981-12-23,9841
1981-12-24,8741
1981-12-25,8023
1981-12-26,8352
1981-12-27,8653
1981-12-28,11045
1981-12-29,11279
1981-12-30,11036
1981-12-31,10394
1982-01-01,8560
1982-01-02,8308
1982-01-03,8606
1982-01-04,9958
1982-01-05,10253
1982-01-06,10182
1982-01-07,9949
1982-01-08,10087
1982-01-09,8484
1982-01-10,8387
1982-01-11,10226
1982-01-12,10452
1982-01-13,10182
1982-01-14,10100
1982-01-15,9969
1982-01-16,8705
1982-01-17,8522
1982-01-18,10253
1982-01-19,10708
1982-01-20,10334
1982-01-21,10176
1982-01-22,10425
1982-01-23,8706
1982-01-24,8532
1982-01-25,10232
1982-01-26,10457
1982-01-27,10156
1982-01-28,10113
1982-01-29,10207
1982-01-30,8726
1982-01-31,8380
1982-02-01,10222
1982-02-02,10426
1982-02-03,10169
1982-02-04,10070
1982-02-05,10242
1982-02-06,8804
1982-02-07,8514
1982-02-08,10362
1982-02-09,10551
1982-02-10,10424
1982-02-11,10402
1982-02-12,10474
1982-02-13,8963
1982-02-14,8680
1982-02-15,10206
1982-02-16,10737
1982-02-17,10532
1982-02-18,10366
1982-02-19,10375
1982-02-20,8923
1982-02-21,8709
1982-02-22,10577
1982-02-23,10474
1982-02-24,10462
1982-02-25,10367
1982-02-26,10047
1982-02-27,8852
1982-02-28,8384
1982-03-01,10257
1982-03-02,10679
1982-03-03,10506
1982-03-04,10205
1982-03-05,10476
1982-03-06,8768
1982-03-07,8399
1982-03-08,10293
1982-03-09,10417
1982-03-10,10424
1982-03-11,10233
1982-03-12,10369
1982-03-13,8966
1982-03-14,8402
1982-03-15,10098
1982-03-16,10547
1982-03-17,10583
1982-03-18,10447
1982-03-19,10259
1982-03-20,8705
1982-03-21,8313
1982-03-22,10056
1982-03-23,10338
1982-03-24,10210
1982-03-25,10238
1982-03-26,10280
1982-03-27,8568
1982-03-28,8214
1982-03-29,10216
1982-03-30,10481
1982-03-31,10271
1982-04-01,10118
1982-04-02,10528
1982-04-03,8955
1982-04-04,8432
1982-04-05,10128
1982-04-06,10620
1982-04-07,9974
1982-04-08,10158
1982-04-09,10099
1982-04-10,8385
1982-04-11,7914
1982-04-12,9991
1982-04-13,10350
1982-04-14,10233
1982-04-15,10295
1982-04-16,10275
1982-04-17,8852
1982-04-18,8195
1982-04-19,10172
1982-04-20,10603
1982-04-21,10030
1982-04-22,9958
1982-04-23,10011
1982-04-24,8494
1982-04-25,7855
1982-04-26,10369
1982-04-27,10270
1982-04-28,10262
1982-04-29,9911
1982-04-30,10396
1982-05-01,8720
1982-05-02,8407
1982-05-03,10442
1982-05-04,10632
1982-05-05,10409
1982-05-06,10372
1982-05-07,10494
1982-05-08,8755
1982-05-09,8592
1982-05-10,10616
1982-05-11,10703
1982-05-12,10428
1982-05-13,10131
1982-05-14,10497
1982-05-15,8867
1982-05-16,8419
1982-05-17,10571
1982-05-18,10800
1982-05-19,10517
1982-05-20,10400
1982-05-21,10545
1982-05-22,8605
1982-05-23,8460
1982-05-24,10406
1982-05-25,10932
1982-05-26,10854
1982-05-27,10708
1982-05-28,10683
1982-05-29,8965
1982-05-30,8719
1982-05-31,8997
1982-06-01,10498
1982-06-02,10712
1982-06-03,10635
1982-06-04,10591
1982-06-05,8920
1982-06-06,8765
1982-06-07,10383
1982-06-08,10636
1982-06-09,10353
1982-06-10,10703
1982-06-11,10629
1982-06-12,9125
1982-06-13,8508
1982-06-14,10482
1982-06-15,10943
1982-06-16,10953
1982-06-17,10731
1982-06-18,10880
1982-06-19,8948
1982-06-20,8798
1982-06-21,10786
1982-06-22,11050
1982-06-23,10758
1982-06-24,10839
1982-06-25,11016
1982-06-26,9216
1982-06-27,8982
1982-06-28,10978
1982-06-29,11456
1982-06-30,10962
1982-07-01,10924
1982-07-02,10893
1982-07-03,9293
1982-07-04,9036
1982-07-05,8978
1982-07-06,11171
1982-07-07,11742
1982-07-08,11654
1982-07-09,11312
1982-07-10,9591
1982-07-11,9165
1982-07-12,10996
1982-07-13,11136
1982-07-14,11095
1982-07-15,11218
1982-07-16,11339
1982-07-17,9616
1982-07-18,9374
1982-07-19,11039
1982-07-20,11551
1982-07-21,11242
1982-07-22,11004
1982-07-23,11347
1982-07-24,9608
1982-07-25,9096
1982-07-26,11041
1982-07-27,11474
1982-07-28,11235
1982-07-29,11073
1982-07-30,11116
1982-07-31,9589
1982-08-01,9193
1982-08-02,10956
1982-08-03,11515
1982-08-04,11253
1982-08-05,11196
1982-08-06,11014
1982-08-07,9349
1982-08-08,9198
1982-08-09,10903
1982-08-10,11383
1982-08-11,11104
1982-08-12,11195
1982-08-13,10678
1982-08-14,9444
1982-08-15,9215
1982-08-16,11201
1982-08-17,11489
1982-08-18,11266
1982-08-19,11154
1982-08-20,11385
1982-08-21,9602
1982-08-22,9098
1982-08-23,10944
1982-08-24,11577
1982-08-25,11153
1982-08-26,11026
1982-08-27,11266
1982-08-28,9484
1982-08-29,8900
1982-08-30,10963
1982-08-31,11505
1982-09-01,11118
1982-09-02,11081
1982-09-03,11475
1982-09-04,9579
1982-09-05,9158
1982-09-06,9262
1982-09-07,11342
1982-09-08,11455
1982-09-09,11395
1982-09-10,11917
1982-09-11,9695
1982-09-12,9660
1982-09-13,11343
1982-09-14,11725
1982-09-15,11359
1982-09-16,11578
1982-09-17,11736
1982-09-18,9577
1982-09-19,9552
1982-09-20,11596
1982-09-21,11791
1982-09-22,11530
1982-09-23,11551
1982-09-24,11480
1982-09-25,9792
1982-09-26,9425
1982-09-27,11538
1982-09-28,11674
1982-09-29,11402
1982-09-30,11269
1982-10-01,11297
1982-10-02,9603
1982-10-03,9188
1982-10-04,11176
1982-10-05,11205
1982-10-06,11143
1982-10-07,10945
1982-10-08,11065
1982-10-09,9196
1982-10-10,8879
1982-10-11,10327
1982-10-12,10989
1982-10-13,10316
1982-10-14,10722
1982-10-15,10510
1982-10-16,8894
1982-10-17,8582
1982-10-18,10417
1982-10-19,10945
1982-10-20,10440
1982-10-21,10444
1982-10-22,10432
1982-10-23,8980
1982-10-24,8655
1982-10-25,10341
1982-10-26,10681
1982-10-27,10372
1982-10-28,10503
1982-10-29,10514
1982-10-30,8723
1982-10-31,8876
1982-11-01,10350
1982-11-02,10667
1982-11-03,10265
1982-11-04,10449
1982-11-05,10441
1982-11-06,8758
1982-11-07,8657
1982-11-08,10429
1982-11-09,10737
1982-11-10,10578
1982-11-11,10418
1982-11-12,10490
1982-11-13,8826
1982-11-14,8108
1982-11-15,10414
1982-11-16,10442
1982-11-17,10361
1982-11-18,10394
1982-11-19,10621
1982-11-20,8900
1982-11-21,8434
1982-11-22,10481
1982-11-23,10810
1982-11-24,10307
1982-11-25,8045
1982-11-26,9239
1982-11-27,8558
1982-11-28,8528
1982-11-29,10540
1982-11-30,11074
1982-12-01,10432
1982-12-02,10056
1982-12-03,10139
1982-12-04,8595
1982-12-05,8444
1982-12-06,10066
1982-12-07,10227
1982-12-08,10113
1982-12-09,9920
1982-12-10,10016
1982-12-11,8605
1982-12-12,8275
1982-12-13,10015
1982-12-14,10700
1982-12-15,10388
1982-12-16,10632
1982-12-17,10619
1982-12-18,8502
1982-12-19,8394
1982-12-20,10681
1982-12-21,10661
1982-12-22,9901
1982-12-23,9250
1982-12-24,8186
1982-12-25,7825
1982-12-26,7953
1982-12-27,10227
1982-12-28,10673
1982-12-29,10841
1982-12-30,10886
1982-12-31,9277
1983-01-01,8174
1983-01-02,8085
1983-01-03,9523
1983-01-04,10094
1983-01-05,9966
1983-01-06,9990
1983-01-07,9947
1983-01-08,8525
1983-01-09,8287
1983-01-10,9930
1983-01-11,10337
1983-01-12,10273
1983-01-13,10190
1983-01-14,10244
1983-01-15,8784
1983-01-16,8382
1983-01-17,10131
1983-01-18,10482
1983-01-19,9950
1983-01-20,10154
1983-01-21,10306
1983-01-22,8798
1983-01-23,8600
1983-01-24,10091
1983-01-25,10368
1983-01-26,10272
1983-01-27,10302
1983-01-28,10210
1983-01-29,8757
1983-01-30,8711
1983-01-31,10148
1983-02-01,10579
1983-02-02,10160
1983-02-03,10396
1983-02-04,10196
1983-02-05,8479
1983-02-06,8495
1983-02-07,10232
1983-02-08,10603
1983-02-09,10127
1983-02-10,10261
1983-02-11,10501
1983-02-12,8829
1983-02-13,8558
1983-02-14,10598
1983-02-15,10572
1983-02-16,10519
1983-02-17,10509
1983-02-18,10427
1983-02-19,8846
1983-02-20,8522
1983-02-21,10020
1983-02-22,10471
1983-02-23,10676
1983-02-24,10610
1983-02-25,10498
1983-02-26,8869
1983-02-27,8460
1983-02-28,10254
1983-03-01,10669
1983-03-02,10674
1983-03-03,10562
1983-03-04,10645
1983-03-05,9035
1983-03-06,8570
1983-03-07,10353
1983-03-08,10702
1983-03-09,10322
1983-03-10,10348
1983-03-11,10351
1983-03-12,8754
1983-03-13,8432
1983-03-14,10434
1983-03-15,10839
1983-03-16,10251
1983-03-17,10524
1983-03-18,10827
1983-03-19,8776
1983-03-20,8524
1983-03-21,10433
1983-03-22,10692
1983-03-23,10230
1983-03-24,10215
1983-03-25,10512
1983-03-26,8736
1983-03-27,8475
1983-03-28,10251
1983-03-29,10811
1983-03-30,10649
1983-03-31,10613
1983-04-01,9982
1983-04-02,8772
1983-04-03,8354
1983-04-04,10207
1983-04-05,10759
1983-04-06,10448
1983-04-07,10659
1983-04-08,10558
1983-04-09,8785
1983-04-10,8485
1983-04-11,10298
1983-04-12,10574
1983-04-13,10112
1983-04-14,10196
1983-04-15,10339
1983-04-16,8623
1983-04-17,8364
1983-04-18,10217
1983-04-19,10409
1983-04-20,10371
1983-04-21,10201
1983-04-22,10268
1983-04-23,8704
1983-04-24,7950
1983-04-25,10371
1983-04-26,10592
1983-04-27,10412
1983-04-28,10435
1983-04-29,10279
1983-04-30,8479
1983-05-01,8170
1983-05-02,10114
1983-05-03,10637
1983-05-04,10216
1983-05-05,10505
1983-05-06,10277
1983-05-07,8649
1983-05-08,8412
1983-05-09,9982
1983-05-10,10328
1983-05-11,10174
1983-05-12,10306
1983-05-13,10090
1983-05-14,8741
1983-05-15,8464
1983-05-16,10424
1983-05-17,10401
1983-05-18,10196
1983-05-19,10506
1983-05-20,10513
1983-05-21,8950
1983-05-22,8368
1983-05-23,10419
1983-05-24,10971
1983-05-25,10574
1983-05-26,10358
1983-05-27,10476
1983-05-28,8757
1983-05-29,8547
1983-05-30,8687
1983-05-31,10320
1983-06-01,10800
1983-06-02,10516
1983-06-03,10664
1983-06-04,9012
1983-06-05,8574
1983-06-06,10371
1983-06-07,10633
1983-06-08,10375
1983-06-09,10499
1983-06-10,10652
1983-06-11,8957
1983-06-12,8547
1983-06-13,10464
1983-06-14,10986
1983-06-15,10422
1983-06-16,10527
1983-06-17,10785
1983-06-18,8709
1983-06-19,8589
1983-06-20,10498
1983-06-21,10751
1983-06-22,10418
1983-06-23,10790
1983-06-24,10688
1983-06-25,9068
1983-06-26,8661
1983-06-27,10634
1983-06-28,11088
1983-06-29,10784
1983-06-30,10760
1983-07-01,10913
1983-07-02,9075
1983-07-03,8648
1983-07-04,8943
1983-07-05,10491
1983-07-06,11119
1983-07-07,11130
1983-07-08,10871
1983-07-09,9055
1983-07-10,8838
1983-07-11,10664
1983-07-12,11254
1983-07-13,11037
1983-07-14,11036
1983-07-15,11166
1983-07-16,9220
1983-07-17,8940
1983-07-18,10767
1983-07-19,11040
1983-07-20,11099
1983-07-21,11072
1983-07-22,11043
1983-07-23,9155
1983-07-24,8993
1983-07-25,10653
1983-07-26,11033
1983-07-27,10839
1983-07-28,11037
1983-07-29,11025
1983-07-30,9164
1983-07-31,8970
1983-08-01,10610
1983-08-02,11046
1983-08-03,10953
1983-08-04,10720
1983-08-05,11016
1983-08-06,9232
1983-08-07,9256
1983-08-08,10795
1983-08-09,11139
1983-08-10,11022
1983-08-11,10789
1983-08-12,10966
1983-08-13,9158
1983-08-14,8830
1983-08-15,10663
1983-08-16,11270
1983-08-17,11012
1983-08-18,11135
1983-08-19,11219
1983-08-20,9260
1983-08-21,9142
1983-08-22,10633
1983-08-23,11153
1983-08-24,10815
1983-08-25,10724
1983-08-26,10839
1983-08-27,9242
1983-08-28,9009
1983-08-29,10812
1983-08-30,11131
1983-08-31,10805
1983-09-01,10747
1983-09-02,10907
1983-09-03,9151
1983-09-04,8806
1983-09-05,8749
1983-09-06,10995
1983-09-07,11348
1983-09-08,11052
1983-09-09,11099
1983-09-10,9536
1983-09-11,9048
1983-09-12,10898
1983-09-13,11216
1983-09-14,11183
1983-09-15,10976
1983-09-16,10948
1983-09-17,9436
1983-09-18,9327
1983-09-19,11180
1983-09-20,11635
1983-09-21,11276
1983-09-22,11065
1983-09-23,11177
1983-09-24,9174
1983-09-25,8821
1983-09-26,10958
1983-09-27,11366
1983-09-28,10953
1983-09-29,10889
1983-09-30,10914
1983-10-01,9202
1983-10-02,8893
1983-10-03,10806
1983-10-04,11182
1983-10-05,10762
1983-10-06,10675
1983-10-07,10753
1983-10-08,8971
1983-10-09,8551
1983-10-10,10273
1983-10-11,10656
1983-10-12,10645
1983-10-13,10320
1983-10-14,10610
1983-10-15,8570
1983-10-16,8505
1983-10-17,10302
1983-10-18,10485
1983-10-19,10224
1983-10-20,10392
1983-10-21,10192
1983-10-22,8626
1983-10-23,8234
1983-10-24,10225
1983-10-25,10624
1983-10-26,10201
1983-10-27,10260
1983-10-28,10306
1983-10-29,8504
1983-10-30,8496
1983-10-31,9679
1983-11-01,10279
1983-11-02,10082
1983-11-03,10253
1983-11-04,10266
1983-11-05,8643
1983-11-06,8218
1983-11-07,10240
1983-11-08,10460
1983-11-09,10182
1983-11-10,10264
1983-11-11,10109
1983-11-12,8430
1983-11-13,8446
1983-11-14,10222
1983-11-15,10683
1983-11-16,10255
1983-11-17,10220
1983-11-18,10484
1983-11-19,8681
1983-11-20,8318
1983-11-21,10479
1983-11-22,10868
1983-11-23,10341
1983-11-24,8316
1983-11-25,9449
1983-11-26,8233
1983-11-27,8224
1983-11-28,10178
1983-11-29,10526
1983-11-30,9921
1983-12-01,10297
1983-12-02,10069
1983-12-03,8275
1983-12-04,7974
1983-12-05,10178
1983-12-06,10279
1983-12-07,10131
1983-12-08,10138
1983-12-09,10132
1983-12-10,8396
1983-12-11,8316
1983-12-12,10260
1983-12-13,10427
1983-12-14,10274
1983-12-15,10464
1983-12-16,10534
1983-12-17,8299
1983-12-18,8170
1983-12-19,10761
1983-12-20,10985
1983-12-21,10226
1983-12-22,9507
1983-12-23,9035
1983-12-24,8042
1983-12-25,7645
1983-12-26,8236
1983-12-27,10617
1983-12-28,11264
1983-12-29,10883
1983-12-30,11001
1983-12-31,8562
1984-01-01,8013
1984-01-02,8005
1984-01-03,9662
1984-01-04,9923
1984-01-05,10004
1984-01-06,10117
1984-01-07,8497
1984-01-08,8230
1984-01-09,9690
1984-01-10,10115
1984-01-11,9814
1984-01-12,9798
1984-01-13,9838
1984-01-14,8504
1984-01-15,8108
1984-01-16,9937
1984-01-17,10094
1984-01-18,10134
1984-01-19,9894
1984-01-20,10097
1984-01-21,8335
1984-01-22,8072
1984-01-23,9925
1984-01-24,10285
1984-01-25,10254
1984-01-26,10144
1984-01-27,10287
1984-01-28,8550
1984-01-29,8191
1984-01-30,9880
1984-01-31,10129
1984-02-01,10039
1984-02-02,10127
1984-02-03,10199
1984-02-04,8514
1984-02-05,8276
1984-02-06,9954
1984-02-07,10083
1984-02-08,10127
1984-02-09,10001
1984-02-10,10584
1984-02-11,8747
1984-02-12,8356
1984-02-13,9977
1984-02-14,11265
1984-02-15,10213
1984-02-16,10253
1984-02-17,10229
1984-02-18,8871
1984-02-19,8377
1984-02-20,9815
1984-02-21,10189
1984-02-22,10303
1984-02-23,9995
1984-02-24,10310
1984-02-25,8637
1984-02-26,8294
1984-02-27,10052
1984-02-28,10431
1984-02-29,9680
1984-03-01,10471
1984-03-02,10505
1984-03-03,8808
1984-03-04,8363
1984-03-05,10124
1984-03-06,10557
1984-03-07,10359
1984-03-08,10276
1984-03-09,10095
1984-03-10,8663
1984-03-11,8401
1984-03-12,10252
1984-03-13,10271
1984-03-14,10176
1984-03-15,10329
1984-03-16,10706
1984-03-17,8883
1984-03-18,8331
1984-03-19,10427
1984-03-20,10714
1984-03-21,10395
1984-03-22,10353
1984-03-23,10284
1984-03-24,8566
1984-03-25,8266
1984-03-26,10166
1984-03-27,10356
1984-03-28,10300
1984-03-29,10157
1984-03-30,10269
1984-03-31,8514
1984-04-01,8202
1984-04-02,10016
1984-04-03,10052
1984-04-04,10331
1984-04-05,9971
1984-04-06,10340
1984-04-07,8567
1984-04-08,8057
1984-04-09,10033
1984-04-10,10199
1984-04-11,9830
1984-04-12,10282
1984-04-13,10102
1984-04-14,8577
1984-04-15,8088
1984-04-16,9991
1984-04-17,10570
1984-04-18,10086
1984-04-19,10057
1984-04-20,9689
1984-04-21,8263
1984-04-22,7891
1984-04-23,9931
1984-04-24,10293
1984-04-25,10052
1984-04-26,10200
1984-04-27,10152
